lesson_title,slug,tier_group,subgroup,profession_tier_pathway,source,status,notes,recommended_action
"Pulmonary Causes: COPD Exacerbation, Asthma, PE, and Pleural Effusion",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug dyspnea-differential-cardiac-pulmonary.,add missing
"qSOFA Criteria: Altered Mental Status, RR ≥22, SBP ≤100 — Application in Outpatient Setting",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug sepsis-recognition-outpatient-qsofa-transfer.,add missing
Rapid response activation criteria — FNP certification preparation (United States),bp26-usnp-x028-rapid-response-activation-criteria,NP,,NP / us-np-fnp,src/content/pathway-lessons/catalog.json → us-np-fnp,fully present,,keep as-is
Rash Differential: Morphology-Based Primary Care Approach,np-p1-rash-1,NP,,NP / NP phase 1 outline,data/blueprints/np-phase1-lesson-outlines.json,implied/scaffolded but missing authored lesson content,"Outline-level lesson plan, not a published pathway lesson row.",add missing
Rate Control: Beta-Blockers vs CCBs — Targets and Monitoring,,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug afib-rate-rhythm-stroke-risk.,add missing
Recognizing Alarm Features and Expediting Cancer Detection in Primary Care,cancer-red-flags-primary-care-lesson-01,NP,,NP / NP advanced batch 02,data/phase2/np-advanced-batch-02-lessons.json,present but thin/incomplete,"Draft batch lesson exists in JSON, but the batch is not a routed pathway catalog source.",complete
"Recognizing Complications During Follow-Up: Early Neuropathy, Nephropathy, and Retinopathy",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug diabetes-follow-up-monitoring-labs.,add missing
"Recurrent UTI: Risk Factor Modification, Prophylaxis Options, and Self-Start Protocols",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug uti-uncomplicated-complicated-stewardship.,add missing
"Recurrent Vaginitis: Suppressive Therapy, Partner Treatment for Trich, and Evaluation for GSM",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug vaginitis-bv-candida-trich-differentiation.,add missing
Red Eye Differential: Primary Care Triage and Diagnosis,np-p1-redeye-1,NP,,NP / NP phase 1 outline,data/blueprints/np-phase1-lesson-outlines.json,implied/scaffolded but missing authored lesson content,"Outline-level lesson plan, not a published pathway lesson row.",add missing
Red Flag Identification and Safe Disposition in Headache Presentations,headache-differential-red-flags-lesson-01,NP,,NP / NP advanced batch 02,data/phase2/np-advanced-batch-02-lessons.json,present but thin/incomplete,"Draft batch lesson exists in JSON, but the batch is not a routed pathway catalog source.",complete
Red Flags in Hypertension: Urgency vs Emergency vs Secondary HTN,np-p2-htn-rf-2,NP,,NP / NP phase 2 outline,data/blueprints/np-phase2-lesson-outlines.json,implied/scaffolded but missing authored lesson content,"Outline-level lesson plan, not a published pathway lesson row.",add missing
Red Flags in Hypertension: When to Refer or Admit,hypertension-red-flags-referral,NP,,NP / NP advanced batch 01,data/phase2/np-advanced-batch-01-lessons.json,present but thin/incomplete,"Draft batch lesson body exists in JSON, but the batch is not a routed pathway catalog source.",complete
Referral Criteria and Co-Management: When Rheumatology Must Be Involved,,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug oa-vs-ra-management-referral.,add missing
Referral Criteria and Level of Care: Medical Stabilization Thresholds vs Outpatient Eating Disorder Program,,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug eating-disorder-screening-referral-primary-care.,add missing
"Referral for Trauma-Focused Psychotherapy: EMDR, CPT, Prolonged Exposure — Indications and Access",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug ptsd-primary-care-screening-management.,add missing
Referral Thresholds: Urgent vs Routine Ophthalmology for Diabetic Eye Disease and Glaucoma,,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug diabetic-eye-glaucoma-screening-referral.,add missing
"Refractory AUB and Surgical Referral: Endometrial Ablation, Hysteroscopy, and Hysterectomy Criteria",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug abnormal-uterine-bleeding-differential-management.,add missing
Refractory Migraine and Medication Overuse Headache: Identification and Withdrawal Protocol,,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug migraine-prophylaxis-abortive-therapy.,add missing
"Renal risk & dialysis access in ambulatory care (AGPCNP, US)",renal-dialysis-acute-complications-gold-standard,NP,,NP / us-np-agpcnp,scoped gold injection → us-np-agpcnp,duplicated,Injected by shared scoped-gold provider rather than static catalog bucket. Normalized title duplicates another row in the same group.,merge duplicate
"Renal risk & dialysis access in ambulatory care (FNP, US)",renal-dialysis-acute-complications-gold-standard,NP,,NP / us-np-fnp,scoped gold injection → us-np-fnp,duplicated,Injected by shared scoped-gold provider rather than static catalog bucket. Normalized title duplicates another row in the same group.,merge duplicate
"Renal risk & dialysis access in ambulatory care (PMHNP, US)",renal-dialysis-acute-complications-gold-standard,NP,,NP / us-np-pmhnp,scoped gold injection → us-np-pmhnp,duplicated,Injected by shared scoped-gold provider rather than static catalog bucket. Normalized title duplicates another row in the same group.,merge duplicate
"Replacement Therapy: Hydrocortisone Dosing Schedule, Fludrocortisone for Primary AI, and Monitoring",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug adrenal-insufficiency-stress-dosing-management.,add missing
"Reproductive screening & prevention (AGPCNP, US)",np-reproductive-screening-prevention-gold,NP,,NP / us-np-agpcnp,scoped gold injection → us-np-agpcnp,duplicated,Injected by shared scoped-gold provider rather than static catalog bucket. Normalized title duplicates another row in the same group.,merge duplicate
Reproductive screening & prevention (Canadian NP (primary care)),np-reproductive-screening-prevention-gold,NP,,NP / ca-np-cnple,scoped gold injection → ca-np-cnple,fully present,Injected by shared scoped-gold provider rather than static catalog bucket.,keep as-is
"Reproductive screening & prevention (FNP, US)",np-reproductive-screening-prevention-gold,NP,,NP / us-np-fnp,scoped gold injection → us-np-fnp,duplicated,Injected by shared scoped-gold provider rather than static catalog bucket. Normalized title duplicates another row in the same group.,merge duplicate
"Reproductive screening & prevention (PNP-PC, US)",np-reproductive-screening-prevention-gold,NP,,NP / us-np-pnp-pc,scoped gold injection → us-np-pnp-pc,duplicated,Injected by shared scoped-gold provider rather than static catalog bucket. Normalized title duplicates another row in the same group.,merge duplicate
"Reproductive-Age AUB: Anovulatory Bleeding, Fibroids, Polyps, and Pregnancy Exclusion",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug abnormal-uterine-bleeding-differential-management.,add missing
"Resistant Hypertension: Step-Up Therapy, Spironolactone, and Secondary Hypertension Workup",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug hypertension-step-therapy-guideline.,add missing
"Respiratory distress case study — oxygen & escalation (AGPCNP, US)",clinical-casebook-respiratory-distress-gold,NP,,NP / us-np-agpcnp,scoped gold injection → us-np-agpcnp,duplicated,Injected by shared scoped-gold provider rather than static catalog bucket. Normalized title duplicates another row in the same group.,merge duplicate
"Respiratory distress case study — oxygen & escalation (FNP, US)",clinical-casebook-respiratory-distress-gold,NP,,NP / us-np-fnp,scoped gold injection → us-np-fnp,duplicated,Injected by shared scoped-gold provider rather than static catalog bucket. Normalized title duplicates another row in the same group.,merge duplicate
"Respiratory distress case study — oxygen & escalation (PMHNP, US)",clinical-casebook-respiratory-distress-gold,NP,,NP / us-np-pmhnp,scoped gold injection → us-np-pmhnp,duplicated,Injected by shared scoped-gold provider rather than static catalog bucket. Normalized title duplicates another row in the same group.,merge duplicate
"Respiratory meds — inhaler technique & escalation (AGPCNP, US)",med-family-respiratory-gold,NP,,NP / us-np-agpcnp,scoped gold injection → us-np-agpcnp,duplicated,Injected by shared scoped-gold provider rather than static catalog bucket. Normalized title duplicates another row in the same group.,merge duplicate
"Respiratory meds — inhaler technique & escalation (FNP, US)",med-family-respiratory-gold,NP,,NP / us-np-fnp,scoped gold injection → us-np-fnp,duplicated,Injected by shared scoped-gold provider rather than static catalog bucket. Normalized title duplicates another row in the same group.,merge duplicate
"Respiratory meds — inhaler technique & escalation (PMHNP, US)",med-family-respiratory-gold,NP,,NP / us-np-pmhnp,scoped gold injection → us-np-pmhnp,duplicated,Injected by shared scoped-gold provider rather than static catalog bucket. Normalized title duplicates another row in the same group.,merge duplicate
Response Assessment Timeline: Partial vs Full vs Non-Response at 4 and 8 Weeks,,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug antidepressant-follow-up-response-side-effects.,add missing
"Restraints — indications & monitoring (AGPCNP, US)",safety-family-restraints-alternatives-gold,NP,,NP / us-np-agpcnp,scoped gold injection → us-np-agpcnp,duplicated,Injected by shared scoped-gold provider rather than static catalog bucket. Normalized title duplicates another row in the same group.,merge duplicate
"Restraints — indications & monitoring (FNP, US)",safety-family-restraints-alternatives-gold,NP,,NP / us-np-fnp,scoped gold injection → us-np-fnp,duplicated,Injected by shared scoped-gold provider rather than static catalog bucket. Normalized title duplicates another row in the same group.,merge duplicate
"Restraints — indications & monitoring (PMHNP, US)",safety-family-restraints-alternatives-gold,NP,,NP / us-np-pmhnp,scoped gold injection → us-np-pmhnp,duplicated,Injected by shared scoped-gold provider rather than static catalog bucket. Normalized title duplicates another row in the same group.,merge duplicate
"Reversal Agents, Bleeding Management, and Periprocedural Hold Protocols",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug doac-selection-monitoring-reversal.,add missing
"Rheumatoid Arthritis in Primary Care: DMARD Initiation, Monitoring, and Infection Risk",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug oa-vs-ra-management-referral.,add missing
"Rhythm Control Strategy: Cardioversion Criteria, Antiarrhythmic Selection, and Referral for Ablation",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug afib-rate-rhythm-stroke-risk.,add missing
